-0.072789	557	409	570	126
-0.053258	560	403	563	3
-0.033727	559	406	555	5
-0.014195	557	401	553	2
0.005336	557	399	558	3
0.024867	561	406	563	2
0.044398	565	409	568	1
0.063930	562	405	563	0
0.083461	553	404	554	5
0.102992	555	404	558	2
0.178153	557	401	567	6
0.197684	559	401	570	1
0.217215	558	401	563	3
0.236747	564	405	556	3
0.256278	558	401	553	0
0.275809	554	397	555	2
0.295340	550	398	557	1
0.314872	545	394	555	1
0.334403	548	397	556	1
0.353934	549	395	558	2
0.180109	557	401	567	0
0.199640	559	401	570	1
0.219171	558	401	563	3
0.238703	564	405	556	3
0.258234	558	401	553	0
0.277765	554	397	555	2
0.297296	550	398	557	1
0.316828	545	394	555	1
0.336359	548	397	556	1
0.355890	549	395	558	2
0.320820	550	392	560	3
0.340351	548	389	559	1
0.359882	549	393	559	3
0.379414	551	388	559	5
0.398945	545	394	562	5
0.418476	550	394	571	4
0.438007	551	403	570	7
0.457539	553	403	562	2
0.477070	555	403	555	1
0.496601	550	400	553	0
0.513823	551	400	560	2
0.533354	551	394	560	5
0.552885	555	400	547	8
0.572417	559	395	543	4
0.591948	563	389	551	8
0.611479	567	390	554	1
0.631010	568	398	547	8
0.650542	568	401	545	3
0.670073	558	400	551	1
0.689604	560	404	562	1
0.708727	554	402	558	1
0.728258	557	403	549	2
0.747789	568	405	541	0
0.767320	566	400	541	3
0.786852	569	392	562	14
0.806383	582	395	585	12
0.825914	583	391	571	2
0.845445	587	394	550	7
0.864977	592	402	555	2
0.884508	591	403	585	10
0.911181	583	416	603	3
0.930712	562	425	585	26
0.950243	544	434	560	27
0.969774	538	446	550	16
0.989306	541	441	552	6
1.008837	557	425	554	20
1.028368	584	423	552	14
1.047899	604	414	545	17
1.067431	614	400	540	15
1.086962	622	401	540	4
1.100806	619	401	536	2
1.120337	608	403	532	9
1.139868	599	413	531	13
1.159400	589	416	529	8
1.178931	574	415	524	8
1.198462	571	423	521	8
1.217993	573	418	518	5
1.237525	583	414	512	8
1.257056	597	417	508	6
1.276587	605	415	513	6
1.295890	619	409	529	15
1.315421	627	410	534	5
1.334952	624	407	513	1
1.354484	625	418	498	5
1.374015	627	433	500	7
1.393546	623	420	499	4
1.413077	624	424	508	2
1.432609	620	430	509	6
