-0.119733	604	521	449	111
-0.100202	609	516	442	7
-0.080671	605	515	439	1
-0.061140	603	511	432	2
-0.041608	607	517	438	0
-0.022077	608	516	431	5
-0.002546	605	514	431	2
0.016985	605	518	433	1
0.036517	606	524	436	0
0.056048	602	519	440	6
0.074091	591	520	450	14
0.093622	594	528	455	0
0.113153	604	525	430	22
0.132684	605	522	424	4
0.152216	599	526	430	8
0.171747	608	515	437	1
0.191278	603	510	439	5
0.210809	601	506	448	6
0.230341	603	505	441	5
0.249872	606	513	435	5
0.276990	606	517	433	1
0.296521	605	535	433	1
0.316052	614	525	419	14
0.335583	612	520	421	3
0.355115	606	530	436	13
0.374646	601	530	444	8
0.394177	605	523	435	7
0.413708	612	521	430	8
0.433240	604	523	431	6
0.452771	599	520	440	9
0.466141	600	525	453	6
0.485672	608	508	450	7
0.505203	614	503	440	10
0.524734	610	501	440	3
0.544266	613	510	446	1
0.563797	620	505	433	13
0.583328	625	503	434	3
0.602859	620	506	442	8
0.622391	614	512	456	12
0.641922	617	519	456	2
0.661079	621	508	439	12
0.680610	623	508	434	4
0.700141	612	520	436	9
0.719672	613	525	444	3
0.739204	604	525	456	13
0.758735	611	515	459	3
0.778266	611	511	444	7
0.797797	616	520	439	7
0.817329	614	520	442	3
0.836860	609	519	447	6
0.878170	606	522	451	4
0.897701	611	524	453	3
0.917232	609	507	457	4
0.936764	602	497	465	8
0.956295	604	491	471	0
0.975826	608	492	459	8
0.995357	608	495	448	5
1.014889	609	497	450	0
1.034420	614	502	443	7
1.053951	625	501	438	11
1.056106	623	500	438	1
1.075637	618	514	462	16
1.095168	611	515	458	4
1.114700	614	521	458	2
1.134231	617	522	455	4
1.153762	615	527	454	0
1.173293	608	528	449	3
1.192825	607	531	449	0
1.212356	606	543	446	3
1.231887	617	546	448	8
1.251078	628	536	442	10
1.270609	627	532	440	0
1.290140	622	530	452	10
1.309671	623	527	462	3
1.329203	623	532	457	2
1.348734	626	535	450	6
1.368265	622	540	443	1
1.387796	615	537	442	5
1.407328	624	539	450	3
1.426859	628	528	449	2
1.446184	626	525	454	4
1.465715	621	519	455	5
1.485246	617	517	449	0
1.504777	620	515	446	4
1.524309	622	515	445	2
1.543840	625	510	443	3
1.563371	619	512	445	6
1.582902	619	521	451	2
1.602434	620	526	450	1
1.621965	612	525	450	6
1.643127	612	521	451	0
1.662658	606	513	448	3
1.682189	607	525	451	0
1.701720	607	527	440	6
1.721252	601	532	440	3
1.740783	598	530	450	8
1.760314	596	518	452	4
1.779845	603	525	459	2
1.799377	600	530	450	3
1.818908	590	532	458	12
1.837168	594	518	477	7
1.856699	607	505	484	9
1.876230	587	522	476	15
1.895761	591	529	466	9
1.915293	602	519	460	11
1.934824	590	519	472	16
1.954355	578	521	485	16
1.973886	589	528	488	10
1.993418	595	520	474	9
2.012949	580	520	457	3
2.032170	587	534	473	0
2.051701	582	506	466	3
2.071232	580	489	460	4
2.090764	589	490	458	7
2.110295	603	489	449	16
2.129826	597	505	444	3
2.149357	595	516	451	5
2.168889	610	526	465	6
2.188420	616	526	454	10
2.207951	617	527	458	0
2.228016	620	535	463	1
2.247547	635	556	458	20
2.267078	634	564	428	15
2.286609	644	561	432	4
2.306141	644	542	435	6
2.325672	624	533	452	26
2.345203	626	545	467	1
2.364734	626	536	451	4
2.384266	623	527	441	1
2.403797	618	517	438	3
2.423004	612	519	450	11
2.442535	607	518	464	11
2.462066	599	513	465	7
2.481597	603	516	465	3
2.501129	601	511	451	5
2.520660	600	492	439	8
2.540191	602	494	442	0
2.559722	595	508	437	3
2.579254	606	524	440	7
2.598785	615	523	429	13
2.620868	609	516	431	6
2.640399	600	520	452	19
2.659930	603	540	463	0
2.679461	610	548	458	10
2.698993	613	542	450	4
2.718524	608	534	449	5
2.738055	603	533	449	4
2.757586	603	538	452	0
2.777118	621	550	436	26
2.796649	629	555	417	18
2.815869	623	540	418	8
2.835400	599	520	420	21
2.854931	612	550	448	2
2.874463	628	570	440	23
2.893994	643	563	426	16
2.913525	624	520	416	17
2.933056	586	499	415	25
2.952588	577	530	445	27
2.972119	602	576	421	48
2.991650	595	574	372	31
3.009194	568	539	371	20
3.028725	568	549	386	11
3.048256	572	577	374	21
3.067787	563	582	364	7
3.087319	554	582	377	13
3.106850	554	550	384	17
3.126381	564	549	401	11
3.145912	582	537	393	12
3.165444	590	527	417	16
3.184975	625	518	463	0
3.205902	642	507	487	9
3.225433	642	497	507	1
3.244964	627	479	490	9
3.264495	610	483	476	13
3.284027	590	528	462	14
3.303558	580	529	447	1
3.323089	575	520	447	4
3.342620	569	531	442	1
3.362152	573	535	423	18
3.381683	571	539	395	23
3.696388	574	556	419	13
3.715919	574	534	409	2
3.735450	584	524	400	11
3.754982	555	528	403	15
3.774513	560	494	378	25
3.794044	548	566	413	25
3.813575	546	550	408	2
3.833107	546	549	409	1
3.852638	552	535	420	11
3.872169	557	547	412	12
3.791254	560	540	390	18
3.810785	578	546	388	10
3.830316	564	538	379	0
3.849848	552	551	408	27
3.869379	550	572	431	10
3.888910	562	577	420	15
3.908441	576	568	395	21
3.927973	588	567	384	14
3.947504	557	538	400	35
3.967035	560	546	442	32
3.986105	563	538	429	9
4.005636	568	531	416	11
4.025167	569	518	411	3
4.044698	586	538	416	7
4.064230	579	553	393	18
4.083761	582	554	387	6
4.103292	574	520	409	28
4.122823	569	522	439	27
4.142355	576	544	429	16
4.161886	577	566	391	38
4.181167	571	552	388	4
4.200698	565	536	414	29
4.220229	579	536	439	12
4.239760	583	537	446	1
4.259292	574	528	439	3
4.278823	567	511	410	18
4.298354	568	529	409	2
4.317885	579	537	442	18
4.337417	592	530	455	0
4.356948	593	528	448	4
4.376482	600	544	434	17
4.396013	604	557	412	21
4.415544	616	558	429	2
4.435076	618	551	442	7
4.454607	612	532	440	8
4.474138	613	526	438	1
4.493669	619	539	432	10
4.513201	628	553	429	12
4.532732	635	552	428	5
4.552263	636	546	425	1
4.573252	615	536	415	11
4.592783	594	537	437	29
4.612314	576	521	436	14
4.631845	579	518	438	0
4.651377	573	521	415	14
4.670908	563	521	411	1
4.690439	563	519	415	3
4.709970	566	521	408	7
4.729502	571	521	402	7
4.749033	564	519	422	20
4.820187	561	514	439	16
4.839718	571	515	434	9
4.859249	579	518	414	21
4.878781	580	524	409	5
4.898312	586	530	412	1
4.917843	596	538	421	0
4.937374	598	541	435	7
4.956906	606	542	445	0
4.976437	604	545	438	3
