time: 8.29990451389	x_noise: 0	avg_x_error: 0	var_x_error: 0	y_noise: 0	avg_y_error: 0	var_y_error: 0
time: 29.7142795139	x_noise: 44.0597457886	avg_x_error: 34.6179894191	var_x_error: 21.4548595106	y_noise: 44.0165367126	avg_y_error: 51.2440812434	var_y_error: 37.3916412232
time: 30.9464409722	x_noise: 10.3006725311	avg_x_error: 8.83575231627	var_x_error: 1.19706226254	y_noise: 20.4451770782	avg_y_error: 16.9687292408	var_y_error: 27.1127026219
time: 32.2545833333	x_noise: 11.9513473511	avg_x_error: 11.7661642964	var_x_error: 9.07153904536	y_noise: 7.25683116913	avg_y_error: 8.77255056793	var_y_error: 1.41254478485
time: 33.5146788194	x_noise: 22.2192840576	avg_x_error: 16.159777587	var_x_error: 2.0835929649	y_noise: 21.3959445953	avg_y_error: 20.3171667958	var_y_error: 1.34786023307
time: 35.346875	x_noise: 17.7752285004	avg_x_error: 12.7634042972	var_x_error: 1.71954032272	y_noise: 25.3439483643	avg_y_error: 18.8694345634	var_y_error: 25.203997524
time: 36.5830208333	x_noise: 36.6971740723	avg_x_error: 29.5917922444	var_x_error: 84.201413222	y_noise: 80.5265731812	avg_y_error: 46.7210332561	var_y_error: 37.0380181191
time: 37.8151475694	x_noise: 60.7156791687	avg_x_error: 40.8145742134	var_x_error: 1.71902378267	y_noise: 103.227020264	avg_y_error: 80.5376178185	var_y_error: 22.6269291219
time: 39.0352777778	x_noise: 34.9283943176	avg_x_error: 23.9288396885	var_x_error: 9.61981055421	y_noise: 10.9188508987	avg_y_error: 7.54747224784	var_y_error: 0.508574227245
time: 40.2634201389	x_noise: 7.78339385986	avg_x_error: 9.15312525054	var_x_error: 0.70566735689	y_noise: 12.8962888718	avg_y_error: 10.0738971242	var_y_error: 0.233503162159
time: 43.9358333333	x_noise: 14.6677818298	avg_x_error: 8.6960799347	var_x_error: 0.202227897457	y_noise: 11.4940748215	avg_y_error: 6.19798169202	var_y_error: 0.128373909208
time: 45.1479513889	x_noise: 4.50916671753	avg_x_error: 7.30419701474	var_x_error: 16.1578739164	y_noise: 3.10561800003	avg_y_error: 5.94318879036	var_y_error: 2.43997777211
time: 46.3640885417	x_noise: 10.9346427917	avg_x_error: 9.26715499871	var_x_error: 7.99034674095	y_noise: 6.31592750549	avg_y_error: 8.94492102523	var_y_error: 1.36987469094
time: 47.5882204861	x_noise: 20.7621078491	avg_x_error: 46.6824459611	var_x_error: 40.1442386069	y_noise: 73.4167098999	avg_y_error: 74.0500034695	var_y_error: 99.4386297916
time: 50.6485590278	x_noise: 105.406600952	avg_x_error: 93.226082882	var_x_error: 3.2695184286	y_noise: 171.463973999	avg_y_error: 65.9190289554	var_y_error: 29.8502894041
time: 51.8807291667	x_noise: 17.3412303925	avg_x_error: 11.5734474793	var_x_error: 0.653624964491	y_noise: 9.54180526733	avg_y_error: 10.4136163441	var_y_error: 0.979053792095
time: 53.1168229167	x_noise: 39.5231971741	avg_x_error: 28.845613758	var_x_error: 11.5950465845	y_noise: 30.686006546	avg_y_error: 27.9008550272	var_y_error: 11.5150266977
time: 54.3369618056	x_noise: 34.6660766602	avg_x_error: 29.0103808556	var_x_error: 11.6345477312	y_noise: 37.3121070862	avg_y_error: 46.1495276032	var_y_error: 21.6824710562
time: 59.8215625	x_noise: 20.3165359497	avg_x_error: 12.152594398	var_x_error: 67.9019304834	y_noise: 22.796541214	avg_y_error: 7.50972022855	var_y_error: 0.212163729777
time: 61.045703125	x_noise: 64.2711410522	avg_x_error: 55.6938683049	var_x_error: 17.760046816	y_noise: 50.2448539734	avg_y_error: 42.204598631	var_y_error: 461.649963822
