time: 6.43389756944	x_noise: 0	avg_x_error: 0	var_x_error: 0	y_noise: 0	avg_y_error: 0	var_y_error: 0
time: 37.4420833333	x_noise: 10.8095970154	avg_x_error: 8.17880927115	var_x_error: 0.71933387037	y_noise: 17.6431617737	avg_y_error: 10.460152659	var_y_error: 1.20248145671
time: 38.6614409722	x_noise: 4.5505566597	avg_x_error: 7.76136104876	var_x_error: 13.4361331618	y_noise: 8.28429412842	avg_y_error: 9.57068214673	var_y_error: 11.073626478
time: 39.9416319444	x_noise: 8.578956604	avg_x_error: 5.98019195686	var_x_error: 0.621252311038	y_noise: 7.66806411743	avg_y_error: 8.60243641558	var_y_error: 4.96677345197
time: 41.1897569444	x_noise: 7.12850141525	avg_x_error: 5.44482091077	var_x_error: 0.25903639887	y_noise: 6.22377061844	avg_y_error: 5.25296368405	var_y_error: 0.27588612101
time: 43.0661111111	x_noise: 11.1008987427	avg_x_error: 7.12774400761	var_x_error: 0.216116431232	y_noise: 12.7793827057	avg_y_error: 12.1298922869	var_y_error: 1.38246421274
time: 44.3061024306	x_noise: 9.04574203491	avg_x_error: 5.82800294805	var_x_error: 0.500180567255	y_noise: 5.39360332489	avg_y_error: 6.00892595303	var_y_error: 0.658434644136
time: 45.5542361111	x_noise: 9.68991184235	avg_x_error: 15.1911494237	var_x_error: 114.211505774	y_noise: 17.7818431854	avg_y_error: 14.4687584776	var_y_error: 3.84409187656
time: 46.8303298611	x_noise: 39.4031791687	avg_x_error: 25.1920689654	var_x_error: 0.992775394703	y_noise: 37.8099327087	avg_y_error: 27.6903543275	var_y_error: 2.75795748452
time: 48.7226736111	x_noise: 14.070318222	avg_x_error: 9.67644929592	var_x_error: 0.119472654885	y_noise: 14.4304685593	avg_y_error: 9.64802784235	var_y_error: 10.4959722232
time: 50.1828385417	x_noise: 9.44738388062	avg_x_error: 5.92421069616	var_x_error: 0.322833774943	y_noise: 10.3552598953	avg_y_error: 7.53964019742	var_y_error: 0.138901995406
time: 51.6388628472	x_noise: 4.62648820877	avg_x_error: 5.58228731921	var_x_error: 0.439714379056	y_noise: 6.58385181427	avg_y_error: 6.75356738258	var_y_error: 0.0182264462542
time: 53.0430121528	x_noise: 13.3354501724	avg_x_error: 9.27714388242	var_x_error: 1.50068961572	y_noise: 12.643029213	avg_y_error: 20.6074163661	var_y_error: 7.4843902138
time: 54.4832291667	x_noise: 13.5540447235	avg_x_error: 26.0848255259	var_x_error: 46.846234431	y_noise: 9.23609733582	avg_y_error: 9.82834489452	var_y_error: 1.53160931137
time: 55.8873263889	x_noise: 17.528181076	avg_x_error: 14.6252338556	var_x_error: 27.9454310803	y_noise: 12.0779943466	avg_y_error: 12.1378155493	var_y_error: 2.32056963943
time: 58.0116059028	x_noise: 10.2854757309	avg_x_error: 5.71250801628	var_x_error: 0.0321358210872	y_noise: 11.0230512619	avg_y_error: 8.45215139014	var_y_error: 0.0664935055745
time: 59.3277083333	x_noise: 9.41899204254	avg_x_error: 11.7194153086	var_x_error: 1.15338792716	y_noise: 19.2036418915	avg_y_error: 17.6983651864	var_y_error: 0.983373494392
time: 60.6558680556	x_noise: 17.8176841736	avg_x_error: 12.8476584014	var_x_error: 0.00288377112193	y_noise: 21.0909252167	avg_y_error: 26.703141077	var_y_error: 9.4650159573
time: 62.5200520833	x_noise: 10.5414638519	avg_x_error: 7.94014692789	var_x_error: 0.724803812366	y_noise: 23.72149086	avg_y_error: 21.9931316672	var_y_error: 1.438838244
