time: 7.311015625	x_noise: 0	avg_x_error: 0	var_x_error: 0	y_noise: 0	avg_y_error: 0	var_y_error: 0
time: 28.8693836806	x_noise: 12.9711351395	avg_x_error: 9.37415450997	var_x_error: 1.60357663661	y_noise: 18.8282051086	avg_y_error: 11.0126129094	var_y_error: 2.72070780079
time: 30.1015190972	x_noise: 21.8933200836	avg_x_error: 12.8224980766	var_x_error: 1.43959962789	y_noise: 17.5399036407	avg_y_error: 9.51137104416	var_y_error: 0.192177671512
time: 32.5777864583	x_noise: 24.4380760193	avg_x_error: 13.9090683632	var_x_error: 0.344048324826	y_noise: 22.1741371155	avg_y_error: 9.63627999881	var_y_error: 0.0873110672847
time: 33.8099652778	x_noise: 11.3888807297	avg_x_error: 7.64149888826	var_x_error: 0.00132709967113	y_noise: 17.0640220642	avg_y_error: 10.846881538	var_y_error: 0.0429107965034
time: 35.0660677083	x_noise: 7.67142009735	avg_x_error: 9.46977228414	var_x_error: 16.9863519572	y_noise: 9.31276893616	avg_y_error: 7.27772959884	var_y_error: 1.11619507846
time: 36.318203125	x_noise: 13.825009346	avg_x_error: 10.739875883	var_x_error: 0.131890448337	y_noise: 22.0939216614	avg_y_error: 18.6623066155	var_y_error: 0.0212245654133
time: 37.6024565972	x_noise: 25.6137447357	avg_x_error: 25.4950778288	var_x_error: 90.8532142061	y_noise: 24.5221042633	avg_y_error: 17.4283410751	var_y_error: 5.21358443489
time: 38.8624826389	x_noise: 7.51089048386	avg_x_error: 9.22914816382	var_x_error: 5.56035863454	y_noise: 9.59542942047	avg_y_error: 7.73876334934	var_y_error: 0.900671482752
time: 41.9228125	x_noise: 17.6744976044	avg_x_error: 9.0175481292	var_x_error: 0.00501028185879	y_noise: 19.3337993622	avg_y_error: 17.9738911234	var_y_error: 1.02010900586
time: 43.1509548611	x_noise: 8.85723018646	avg_x_error: 5.22846937603	var_x_error: 0.0220327431714	y_noise: 10.3895311356	avg_y_error: 8.5814035267	var_y_error: 0.257899050442
time: 44.3870833333	x_noise: 47.5642623901	avg_x_error: 18.3175696028	var_x_error: 1.02532042723	y_noise: 14.7736024857	avg_y_error: 9.61918730794	var_y_error: 1.32546617634
time: 45.6432204861	x_noise: 14.9206972122	avg_x_error: 20.9988668265	var_x_error: 140.652123819	y_noise: 18.730173111	avg_y_error: 17.3376593078	var_y_error: 5.479473118
time: 46.9073611111	x_noise: 23.0153427124	avg_x_error: 14.6469709245	var_x_error: 0.770298073007	y_noise: 35.061252594	avg_y_error: 25.8061752874	var_y_error: 0.320438670193
time: 49.3796354167	x_noise: 25.1324806213	avg_x_error: 17.551999291	var_x_error: 1.67430088748	y_noise: 66.6196060181	avg_y_error: 47.2546965167	var_y_error: 2.05833029352
time: 50.6517795139	x_noise: 12.0649652481	avg_x_error: 9.9112167801	var_x_error: 0.06399627842	y_noise: 93.4331054688	avg_y_error: 47.3129139406	var_y_error: 3.89041408841
time: 52.5000260417	x_noise: 14.1294050217	avg_x_error: 8.24466575701	var_x_error: 1.69458547702	y_noise: 16.9350948334	avg_y_error: 18.2270297805	var_y_error: 12.1505772799
time: 54.3481857639	x_noise: 37.1776046753	avg_x_error: 31.4672902993	var_x_error: 0.24828850982	y_noise: 44.1645431519	avg_y_error: 26.7616763282	var_y_error: 6.75052408346
time: 55.5803211806	x_noise: 27.5774250031	avg_x_error: 18.0432972073	var_x_error: 3.21182526982	y_noise: 24.2504673004	avg_y_error: 16.2234873162	var_y_error: 1.66623885987
time: 58.0605902778	x_noise: 26.7850646973	avg_x_error: 23.309434965	var_x_error: 0.768260954389	y_noise: 33.3071250916	avg_y_error: 12.2251404704	var_y_error: 1.00640157185
time: 59.3007204861	x_noise: 14.3887968063	avg_x_error: 19.2765216265	var_x_error: 3.57132802672	y_noise: 22.5518264771	avg_y_error: 30.6085816557	var_y_error: 5.50014216116
time: 60.5848697917	x_noise: 15.3433074951	avg_x_error: 14.5027295587	var_x_error: 3.33096933338	y_noise: 19.0922241211	avg_y_error: 17.2419353741	var_y_error: 4.72015528004
time: 63.0691493056	x_noise: 22.3988075256	avg_x_error: 16.9937939312	var_x_error: 0.288092700808	y_noise: 60.8431472778	avg_y_error: 52.4174217636	var_y_error: 4.16096134071
