0.000000	525	525
0.051282	525	525
0.102564	525	525
0.153846	525	525
0.205128	525	525
0.256410	525	525
0.307692	525	525
0.358974	525	525
0.410256	525	525
0.461538	525	525
0.512821	525	525
0.564103	525	525
0.615385	525	525
0.666667	525	525
0.717949	525	525
0.769231	525	525
0.820513	525	525
0.871795	525	525
0.923077	525	525
0.974359	525	525
1.025641	525	525
1.076923	525	525
1.128205	525	525
1.179487	525	525
1.230769	525	525
1.282051	525	525
1.333333	525	525
1.384615	525	525
1.435897	525	525
1.487180	525	525
1.538462	525	525
1.589744	525	525
1.641026	525	525
1.692308	525	525
1.743590	525	525
1.794872	525	525
1.846154	525	525
1.897436	525	525
1.948718	525	525
2.000000	525	525
2.051282	524	524
2.102564	524	524
2.153847	524	524
2.205129	524	524
2.256411	524	524
2.307693	524	524
2.358975	524	524
2.410257	524	524
2.461540	524	524
2.512822	524	524
2.564104	524	524
2.615386	524	524
2.666668	524	524
2.717950	524	524
2.769233	524	524
2.820515	524	524
2.871797	524	524
2.923079	524	524
2.974361	524	524
3.025643	524	524
3.076926	524	524
3.128208	524	524
3.179490	524	524
3.230772	524	524
3.282054	524	524
3.333336	524	524
3.384619	524	524
3.435901	524	524
3.487183	524	524
3.538465	524	524
3.589747	524	524
3.641029	524	524
3.692312	524	524
3.743594	524	524
3.794876	524	524
3.846158	524	524
3.897440	524	524
3.948722	524	524
4.000004	524	524
4.051286	525	525
4.102568	525	525
4.153850	525	525
4.205132	525	525
4.256414	525	525
4.307696	525	525
4.358978	525	525
4.410260	525	525
4.461542	525	525
4.512824	525	525
4.564106	525	525
4.615387	525	525
4.666669	525	525
4.717951	525	525
4.769233	525	525
4.820515	525	525
4.871797	525	525
4.923079	525	525
4.974361	525	525
5.025643	525	525
5.076925	525	525
5.128207	525	525
5.179489	525	525
5.230771	525	525
5.282053	525	525
5.333334	525	525
5.384616	525	525
5.435898	525	525
5.487180	525	525
5.538462	525	525
5.589744	525	525
5.641026	525	525
5.692308	525	525
5.743590	525	525
5.794872	525	525
5.846154	525	525
5.897436	525	525
5.948718	525	525
6.000000	525	525
6.051281	524	524
6.102563	524	524
6.153845	524	524
6.205127	524	524
6.256409	524	524
6.307691	524	524
6.358973	524	524
6.410255	524	524
6.461537	524	524
6.512819	524	524
6.564101	524	524
6.615383	524	524
6.666665	524	524
6.717947	524	524
6.769228	524	524
6.820510	524	524
6.871792	524	524
6.923074	524	524
6.974356	524	524
7.025638	524	524
7.076920	524	524
7.128202	524	524
7.179484	524	524
7.230766	524	524
7.282048	524	524
7.333330	524	524
7.384612	524	524
7.435894	524	524
7.487175	524	524
7.538457	524	524
7.589739	524	524
7.641021	524	524
7.692303	524	524
7.743585	524	524
7.794867	524	524
7.846149	524	524
7.897431	524	524
7.948713	524	524
7.999995	524	524
8.051277	525	525
8.102559	525	525
8.153841	525	525
8.205123	525	525
8.256405	525	525
8.307687	525	525
8.358969	525	525
8.410251	525	525
8.461533	525	525
8.512815	525	525
8.564096	525	525
8.615378	525	525
8.666660	525	525
8.717942	525	525
8.769224	525	525
8.820506	525	525
8.871788	525	525
8.923070	525	525
8.974352	525	525
9.025634	525	525
9.076916	525	525
9.128198	525	525
9.179480	525	525
9.230762	525	525
9.282043	525	525
9.333325	525	525
9.384607	525	525
9.435889	525	525
9.487171	525	525
9.538453	525	525
9.589735	525	525
9.641017	525	525
9.692299	525	525
9.743581	525	525
9.794863	525	525
9.846145	525	525
9.897427	525	525
9.948709	525	525
9.999990	525	525
10.051272	524	524
10.102554	524	524
10.153836	524	524
10.205118	524	524
10.256400	524	524
10.307682	524	524
10.358964	524	524
10.410246	524	524
10.461528	524	524
10.512810	524	524
10.564092	524	524
10.615374	524	524
10.666656	524	524
10.717937	524	524
10.769219	524	524
10.820501	524	524
10.871783	524	524
10.923065	524	524
10.974347	524	524
11.025629	524	524
11.076911	524	524
11.128193	524	524
11.179475	524	524
11.230757	524	524
11.282039	524	524
11.333321	524	524
11.384603	524	524
11.435884	524	524
11.487166	524	524
11.538448	524	524
11.589730	524	524
11.641012	524	524
11.692294	524	524
11.743576	524	524
11.794858	524	524
11.846140	524	524
11.897422	524	524
11.948704	524	524
11.999986	524	524
12.051268	525	525
12.102550	525	525
12.153831	525	525
12.205113	525	525
12.256395	525	525
12.307677	525	525
12.358959	525	525
12.410241	525	525
12.461523	525	525
12.512805	525	525
12.564087	525	525
12.615369	525	525
12.666651	525	525
12.717933	525	525
12.769215	525	525
12.820497	525	525
12.871778	525	525
12.923060	525	525
12.974342	525	525
13.025624	525	525
13.076906	525	525
13.128188	525	525
13.179470	525	525
13.230752	525	525
13.282034	525	525
13.333316	525	525
13.384598	525	525
13.435880	525	525
13.487162	525	525
13.538444	525	525
13.589725	525	525
13.641007	525	525
13.692289	525	525
13.743571	525	525
13.794853	525	525
13.846135	525	525
13.897417	525	525
13.948699	525	525
13.999981	525	525
14.051263	524	524
