0.000000	525	525
0.051282	526	526
0.102564	528	528
0.153846	529	529
0.205128	531	531
0.256410	533	533
0.307692	534	534
0.358974	536	536
0.410256	537	537
0.461538	539	539
0.512821	540	540
0.564103	542	542
0.615385	543	543
0.666667	545	545
0.717949	546	546
0.769231	548	548
0.820513	549	549
0.871795	551	551
0.923077	552	552
0.974359	553	553
1.025641	555	555
1.076923	556	556
1.128205	557	557
1.179487	558	558
1.230769	559	559
1.282051	561	561
1.333333	562	562
1.384615	563	563
1.435897	564	564
1.487180	565	565
1.538462	566	566
1.589744	567	567
1.641026	567	567
1.692308	568	568
1.743590	569	569
1.794872	570	570
1.846154	570	570
1.897436	571	571
1.948718	572	572
2.000000	572	572
2.051282	573	573
2.102564	573	573
2.153847	573	573
2.205129	574	574
2.256411	574	574
2.307693	574	574
2.358975	574	574
2.410257	574	574
2.461540	574	574
2.512822	574	574
2.564104	574	574
2.615386	574	574
2.666668	574	574
2.717950	574	574
2.769233	574	574
2.820515	573	573
2.871797	573	573
2.923079	573	573
2.974361	572	572
3.025643	572	572
3.076926	571	571
3.128208	571	571
3.179490	570	570
3.230772	569	569
3.282054	569	569
3.333336	568	568
3.384619	567	567
3.435901	566	566
3.487183	565	565
3.538465	564	564
3.589747	563	563
3.641029	562	562
3.692312	561	561
3.743594	560	560
3.794876	559	559
3.846158	558	558
3.897440	556	556
3.948722	555	555
4.000004	554	554
4.051286	553	553
4.102568	551	551
4.153850	550	550
4.205132	549	549
4.256414	547	547
4.307696	546	546
4.358978	544	544
4.410260	543	543
4.461542	541	541
4.512824	540	540
4.564106	538	538
4.615387	537	537
4.666669	535	535
4.717951	533	533
4.769233	532	532
4.820515	530	530
4.871797	529	529
4.923079	527	527
4.974361	525	525
5.025643	524	524
5.076925	522	522
5.128207	521	521
5.179489	519	519
5.230771	517	517
5.282053	516	516
5.333334	514	514
5.384616	513	513
5.435898	511	511
5.487180	510	510
5.538462	508	508
5.589744	506	506
5.641026	505	505
5.692308	504	504
5.743590	502	502
5.794872	501	501
5.846154	499	499
5.897436	498	498
5.948718	497	497
6.000000	495	495
6.051281	494	494
6.102563	493	493
6.153845	491	491
6.205127	490	490
6.256409	489	489
6.307691	488	488
6.358973	487	487
6.410255	486	486
6.461537	485	485
6.512819	484	484
6.564101	483	483
6.615383	482	482
6.666665	481	481
6.717947	480	480
6.769228	480	480
6.820510	479	479
6.871792	478	478
6.923074	478	478
6.974356	477	477
7.025638	477	477
7.076920	476	476
7.128202	476	476
7.179484	476	476
7.230766	475	475
7.282048	475	475
7.333330	475	475
7.384612	475	475
7.435894	475	475
7.487175	475	475
7.538457	475	475
7.589739	475	475
7.641021	475	475
7.692303	475	475
7.743585	475	475
7.794867	475	475
7.846149	476	476
7.897431	476	476
7.948713	476	476
7.999995	477	477
8.051277	477	477
8.102559	478	478
8.153841	479	479
8.205123	479	479
8.256405	480	480
8.307687	481	481
8.358969	482	482
8.410251	482	482
8.461533	483	483
8.512815	484	484
8.564096	485	485
8.615378	486	486
8.666660	487	487
8.717942	488	488
8.769224	489	489
8.820506	491	491
8.871788	492	492
8.923070	493	493
8.974352	494	494
9.025634	496	496
9.076916	497	497
9.128198	498	498
9.179480	500	500
9.230762	501	501
9.282043	503	503
9.333325	504	504
9.384607	506	506
9.435889	507	507
9.487171	509	509
9.538453	510	510
9.589735	512	512
9.641017	513	513
9.692299	515	515
9.743581	516	516
9.794863	518	518
9.846145	520	520
9.897427	521	521
9.948709	523	523
9.999990	524	524
10.051272	526	526
10.102554	528	528
10.153836	529	529
10.205118	531	531
10.256400	532	532
10.307682	534	534
10.358964	536	536
10.410246	537	537
10.461528	539	539
10.512810	540	540
10.564092	542	542
10.615374	543	543
10.666656	545	545
10.717937	546	546
10.769219	548	548
10.820501	549	549
10.871783	550	550
10.923065	552	552
10.974347	553	553
11.025629	554	554
11.076911	556	556
11.128193	557	557
11.179475	558	558
11.230757	559	559
11.282039	560	560
11.333321	562	562
11.384603	563	563
11.435884	564	564
11.487166	565	565
11.538448	566	566
11.589730	566	566
11.641012	567	567
11.692294	568	568
11.743576	569	569
11.794858	570	570
11.846140	570	570
11.897422	571	571
11.948704	571	571
11.999986	572	572
12.051268	572	572
12.102550	573	573
12.153831	573	573
12.205113	574	574
12.256395	574	574
12.307677	574	574
12.358959	574	574
12.410241	574	574
12.461523	574	574
12.512805	574	574
12.564087	574	574
12.615369	574	574
12.666651	574	574
12.717933	574	574
12.769215	574	574
12.820497	574	574
12.871778	573	573
12.923060	573	573
12.974342	572	572
13.025624	572	572
13.076906	571	571
13.128188	571	571
13.179470	570	570
13.230752	569	569
13.282034	569	569
13.333316	568	568
13.384598	567	567
13.435880	566	566
13.487162	565	565
13.538444	564	564
13.589725	563	563
13.641007	562	562
13.692289	561	561
