time: 6.82393229167	x_noise: 0	avg_x_error: 0	var_x_error: 0	y_noise: 0	avg_y_error: 0	var_y_error: 0
time: 29.954453125	x_noise: 1.0	avg_x_error: 0.407813959794	var_x_error: 4.31564821738e-06	y_noise: 1.0	avg_y_error: 0.407813959794	var_y_error: 4.31564821738e-06
time: 31.3545920139	x_noise: 1.0	avg_x_error: 2.30079285703	var_x_error: 0.156471520926	y_noise: 1.0	avg_y_error: 2.30079285703	var_y_error: 0.156471520926
time: 32.7668315972	x_noise: 1.0	avg_x_error: 0.710942587199	var_x_error: 0.0173479398885	y_noise: 1.0	avg_y_error: 0.710942587199	var_y_error: 0.0173479398885
time: 34.1029513889	x_noise: 1.0	avg_x_error: 0.235369444604	var_x_error: 0.00101884862507	y_noise: 1.0	avg_y_error: 0.235369444604	var_y_error: 0.00101884862507
time: 35.3510850694	x_noise: 1.0	avg_x_error: 16.3482484779	var_x_error: 36.027825763	y_noise: 1.0	avg_y_error: 16.3482484779	var_y_error: 36.027825763
time: 36.6712239583	x_noise: 1.0	avg_x_error: 0.36925028075	var_x_error: 0.000378360473241	y_noise: 1.0	avg_y_error: 0.36925028075	var_y_error: 0.000378360473241
time: 37.9700260417	x_noise: 1.0	avg_x_error: 1.28182821029	var_x_error: 0.000221823895903	y_noise: 1.0	avg_y_error: 1.28182821029	var_y_error: 0.000221823895903
time: 39.2581423611	x_noise: 1.0	avg_x_error: 2.0975165665	var_x_error: 1.4044939876	y_noise: 1.0	avg_y_error: 2.0975165665	var_y_error: 1.4044939876
time: 40.5276302083	x_noise: 1.0	avg_x_error: 0.159867492273	var_x_error: 0.000462929652566	y_noise: 1.0	avg_y_error: 0.159867492273	var_y_error: 0.000462929652566
time: 41.8198350694	x_noise: 1.0	avg_x_error: 1.91684707301	var_x_error: 0.0190498191707	y_noise: 1.0	avg_y_error: 1.91684707301	var_y_error: 0.0190498191707
time: 43.0798871528	x_noise: 1.0	avg_x_error: 0.346728275071	var_x_error: 0.0113855674903	y_noise: 1.0	avg_y_error: 0.346728275071	var_y_error: 0.0113855674903
time: 44.4000607639	x_noise: 1.0	avg_x_error: 0.953317239663	var_x_error: 0.0143062269573	y_noise: 1.0	avg_y_error: 0.953317239663	var_y_error: 0.0143062269573
time: 45.6801736111	x_noise: 1.0	avg_x_error: 11.1755944114	var_x_error: 24.7127663925	y_noise: 1.0	avg_y_error: 11.1755944114	var_y_error: 24.7127663925
time: 46.9620225694	x_noise: 1.0	avg_x_error: 0.391224101136	var_x_error: 1.79363226849e-05	y_noise: 1.0	avg_y_error: 0.391224101136	var_y_error: 1.79363226849e-05
time: 48.2405034722	x_noise: 1.0	avg_x_error: 2.22476820482	var_x_error: 0.215823537397	y_noise: 1.0	avg_y_error: 2.22476820482	var_y_error: 0.215823537397
